-2.000000 0.000000
-1.999999 -2.002000
0.006000 -1.999995
1.991996 2.003990
0.001997 -2.001999
5.981986 2.011959
-5.993930 -0.027987
0.008020 0.000028
-10.013945 -0.030051
2.005974 -5.991999
3.979922 -1.978124
4.031957 -3.983882
1.957762 8.041832
-16.023512 3.885914
0.065998 -5.999569
-6.023723 1.943794
4.070435 -10.041627
3.943426 8.065800
-2.031611 -0.054300
8.031131 0.112477
-12.155769 9.942625
-1.845486 -10.038653
1.922902 8.105547
0.248505 -16.022100
14.002451 0.164007
-10.060699 1.831000
12.100726 -1.854899
-14.259708 17.893612
-11.811830 -6.183704
5.786587 10.119818
-5.823660 -8.181685
63.989586 0.991918
-8.178408 7.743563
4.295371 -11.928366
-12.131186 3.776383
-11.740368 -16.089729
11.951933 0.201429
-4.008986 -0.024247
8.002995 0.042183
-0.367242 15.971903
-7.862001 -8.224993
-0.056286 4.011876
-7.691298 -12.034069
12.122581 -3.645733
-0.267286 8.021082
-11.973539 -4.504993
4.038556 4.021079
-12.024903 -0.401064
4.221652 -3.908674
-12.215532 3.787050
0.163747 -8.036879
11.910273 4.463805
-8.491083 11.654705
0.337966 -4.042150
-8.320030 7.903322
0.753022 -16.006166
7.986681 0.433789
-4.046498 -0.322662
12.097938 0.530426
-12.761818 15.489227
-11.671927 -4.559474
3.400816 12.236887
-7.557948 -8.425814
63.925095 3.038727
-8.421970 7.477934
4.674814 -11.784830
-12.245801 3.386319
-11.219572 -16.457119
11.939367 0.583724
-4.006155 -0.152499
7.997548 0.298213
-0.878066 15.951973
-7.594820 -8.472324
-0.184617 4.008022
-7.302334 -12.273988
12.233019 -3.256011
-0.523780 8.008426
-11.823272 -4.885776
3.907835 4.148234
-12.005909 -0.785590
4.344547 -3.771603
-12.330442 3.394282
0.420801 -8.027524
11.761359 4.842584
-8.859622 11.377071
0.467119 -4.029267
-8.568632 7.633080
1.264746 -15.973879
7.968714 0.689097
-4.034101 -0.451963
12.074773 0.917221
-13.250854 15.072987
-11.520074 -4.930577
3.007561 12.339430
-7.284500 -8.663313
63.795135 5.082424
-8.656912 7.204649
5.049474 -11.629229
-12.347877 2.992788
-10.687290 -16.807659
11.914579 0.965419
-3.999228 -0.280596
