   0	512.000000	0.000000
   1	513.990234	-3.147768
   2	515.961487	-6.307808
   3	517.912964	-9.479605
   4	519.844666	-12.663156
   5	521.756470	-15.858974
   6	523.648804	-19.066027
   7	525.521484	-22.284822
   8	527.373413	-25.515360
   9	529.205994	-28.756596
  10	531.017578	-32.009563
  11	532.809143	-35.273209
  12	534.579956	-38.548058
  13	536.330505	-41.833050
  14	538.060608	-45.129219
  15	539.769226	-48.436043
  16	541.457703	-51.752975
  17	543.124878	-55.080536
  18	544.770691	-58.417660
  19	546.395569	-61.765388
  20	547.999329	-65.122650
  21	549.581421	-68.489433
  22	551.142212	-71.866257
  23	552.681030	-75.252037
  24	554.198853	-78.647285
  25	555.694519	-82.051987
  26	557.167908	-85.465607
  27	558.619995	-88.888107
  28	560.050110	-92.319481
  29	561.457642	-95.759163
  30	562.842896	-99.207680
  31	564.206421	-102.664467
  32	565.547058	-106.128960
  33	566.865662	-109.602226
  34	568.161072	-113.082603
  35	569.434326	-116.571167
  36	570.684692	-120.067345
  37	571.912109	-123.571121
  38	573.117004	-127.081902
  39	574.298706	-130.600220
  40	575.457153	-134.124969
  41	576.592651	-137.657181
  42	577.704712	-141.195770
  43	578.793701	-144.740677
  44	579.859436	-148.292419
  45	580.901428	-151.849899
  46	581.920471	-155.414154
  47	582.914978	-158.984070
  48	583.886414	-162.559601
  49	584.834106	-166.140717
  50	585.757996	-169.727371
  51	586.657898	-173.319550
  52	587.533752	-176.916641
  53	588.386108	-180.518631
  54	589.213562	-184.125458
  55	590.017273	-187.737106
  56	590.796997	-191.353531
  57	591.552185	-194.974106
  58	592.283264	-198.598831
  59	592.990051	-202.227646
  60	593.671997	-205.859940
  61	594.329468	-209.496262
  62	594.962463	-213.135956
  63	595.570740	-216.779022
  64	596.154846	-220.425415
  65	596.713562	-224.075073
  66	597.247864	-227.727386
  67	597.757141	-231.382294
  68	598.241821	-235.039795
  69	598.701172	-238.699799
  70	599.135803	-242.362259
  71	599.545471	-246.026001
  72	599.929565	-249.692123
  73	600.289185	-253.359985
  74	600.622986	-257.028992
  75	600.932068	-260.699615
  76	601.215698	-264.371277
  77	601.474426	-268.044464
  78	601.707581	-271.718018
  79	601.915039	-275.392426
  80	602.097229	-279.067017
  81	602.254089	-282.741821
  82	602.385620	-286.417297
  83	602.491516	-290.092255
  84	602.571838	-293.767212
  85	602.626465	-297.442139
  86	602.655884	-301.115723
  87	602.659363	-304.789185
  88	602.637390	-308.461792
  89	602.589355	-312.132965
  90	602.515747	-315.803192
  91	602.416382	-319.471802
  92	602.291809	-323.138794
  93	602.140747	-326.804047
  94	601.964355	-330.466949
  95	601.761841	-334.128021
  96	601.533752	-337.786560
  97	601.279419	-341.443146
  98	600.999268	-345.096527
  99	600.693359	-348.747192
 100	600.362000	-352.394501
 101	600.004089	-356.038971
 102	599.620605	-359.679993
 103	599.211548	-363.317383
 104	598.776123	-366.950592
 105	598.314331	-370.580688
 106	597.827271	-374.205811
 107	597.314209	-377.827057
 108	596.774536	-381.443848
 109	596.209900	-385.055389
 110	595.618408	-388.662903
 111	595.001221	-392.264496
 112	594.358276	-395.861206
 113	593.689331	-399.452484
 114	592.994507	-403.038849
 115	592.273682	-406.618256
 116	591.527222	-410.192657
 117	590.754639	-413.760590
 118	589.955688	-417.322083
 119	589.131592	-420.876984
 120	588.281006	-424.425262
 121	587.405151	-427.966858
 122	586.502625	-431.501038
 123	585.574646	-435.028320
 124	584.621094	-438.548065
 125	583.641235	-442.059509
 126	582.636353	-445.563873
 127	581.605042	-449.060425
 128	580.548462	-452.548492
 129	579.465942	-456.027893
 130	578.357422	-459.499329
 131	577.223328	-462.961945
 132	576.064392	-466.415039
 133	574.879150	-469.859283
 134	573.668213	-473.294464
 135	572.432129	-476.720612
 136	571.170227	-480.136261
 137	569.882996	-483.542633
 138	568.570374	-486.938385
 139	567.232361	-490.324738
 140	565.868774	-493.700256
 141	564.479614	-497.064880
 142	563.066162	-500.419220
 143	561.626221	-503.762451
 144	560.161804	-507.094574
 145	558.672180	-510.415436
 146	557.157227	-513.724915
 147	555.617554	-517.023071
 148	554.053101	-520.308350
 149	552.463135	-523.582703
 150	550.848267	-526.844055
 151	549.208374	-530.093018
 152	547.544189	-533.330078
 153	545.855408	-536.553894
 154	544.141479	-539.764343
 155	542.402954	-542.962036
 156	540.639771	-546.146790
 157	538.852478	-549.317871
 158	537.040405	-552.474609
 159	535.204224	-555.618225
 160	533.343018	-558.747864
 161	531.458252	-561.862793
 162	529.549072	-564.963684
 163	527.615479	-568.049622
 164	525.658691	-571.121277
 165	523.677307	-574.177246
 166	521.671997	-577.218689
 167	519.642700	-580.244873
 168	517.590027	-583.255737
 169	515.513245	-586.250427
 170	513.412964	-589.229614
 171	511.289734	-592.192444
 172	509.142212	-595.139526
 173	506.971741	-598.070068
 174	504.778229	-600.984009
 175	502.560913	-603.881226
 176	500.321136	-606.761658
 177	498.057465	-609.625122
 178	495.771912	-612.471619
 179	493.463043	-615.300232
 180	491.130829	-618.111023
 181	488.776550	-620.904419
 182	486.399506	-623.679749
 183	484.000336	-626.437561
